//==============================================================================
//				MODULO PET EFFECT 		  Dev: Kapocha
//==============================================================================
//Type: 1 = Dinamic, 2 = Static, 3 = Skill.
//Size: Size in Game
//Timer: LargeRand for SkillEffect
//Join(x): Posicion in Model Pet
//==============================================================================
//Index	Join	Type	Effect	Size	        Timer	ColorR	 ColorG	    ColorB
//==============================================================================
//========================================================================================================================================
// GHOST HORSE
//========================================================================================================================================
//==============================================================================
//Index	Join	Type	Effect	Size	        Timer	ColorR	 ColorG	    ColorB
//==============================================================================                                       
//Dynamic
6907		42	2	32501	0.125	100	0.8     0.25    1.0
6907		42	2	32002	0.5  	100	0.8     0.25    1.0
6907		40	2	32002	3.25 	100	0.2     0.3     0.6
6907		43	2	32002	3.25 	100	0.2     0.3     0.6
6907		44 	2	32002	3.25 	100	0.2     0.3     0.6
6907		105	2	32002	3.25 	100	0.2     0.3     0.6
6907		107	2	32002	3.25 	100	0.2     0.3     0.6
6907		108	2	32002	3.25 	100	0.2     0.3     0.6
6907		148	2	32002	3.25 	100	0.2     0.3     0.6
6907		156	2	32002	3.25 	100	0.2     0.3     0.6
6907		157	2	32002	3.25 	100	0.2     0.3     0.6
6907		58 	2	32002	2.0  	100	0.2     0.3     0.6
6907		62 	2	32002	2.0  	100	0.2     0.3     0.6
6907		63 	2	32002	2.0  	100	0.2     0.3     0.6
6907		89 	2	32002	2.0  	100	0.2     0.3     0.6
6907		125	2	32002	2.0  	100	0.2     0.3     0.6
6907		126	2	32002	2.0  	100	0.2     0.3     0.6
6907		127	2	32002	2.0  	100	0.2     0.3     0.6
6907		91 	2	32002	2.0  	100	0.2     0.3     0.6
6907		106	2	32002	2.0  	100	0.2     0.3     0.6
6907		77 	2	32002	2.0  	100	0.2     0.3     0.6
6907		81 	2	32002	2.0  	100	0.2     0.3     0.6
6907		82 	2	32002	2.0  	100	0.2     0.3     0.6
6907		90 	2	32002	2.0  	100	0.2     0.3     0.6
6907		144	2	32002	2.0  	100	0.2     0.3     0.6
6907		145	2	32002	2.0  	100	0.2     0.3     0.6
6907		146	2	32002	2.0  	100	0.2     0.3     0.6
6907		155	2	32002	2.0  	100	0.2     0.3     0.6
6907		155	2	32002	0.8  	100	0.2     0.3     0.6
6907		154	2	32002	0.8  	100	0.2     0.3     0.6
6907		48 	2	32229	1.15 	100	0.5     0.5     0.5
6907		67 	2	32229	1.15 	100	0.5     0.5     0.5
6907		112	2	32229	1.15 	100	0.5     0.5     0.5
6907		131	2	32229	1.15 	100	0.5     0.5     0.5
6907		50 	2	32229	1.15 	100	0.5     0.5     0.5
6907		53 	2	32229	1.15 	100	0.5     0.5     0.5
6907		56 	2	32229	1.15 	100	0.5     0.5     0.5
6907		69 	2	32229	1.15 	100	0.5     0.5     0.5
6907		72 	2	32229	1.15 	100	0.5     0.5     0.5
6907		75 	2	32229	1.15 	100	0.5     0.5     0.5
6907		114	2	32229	1.15 	100	0.5     0.5     0.5
6907		117	2	32229	1.15 	100	0.5     0.5     0.5
6907		120	2	32229	1.15 	100	0.5     0.5     0.5
6907		133	2	32229	1.15 	100	0.5     0.5     0.5
6907		136	2	32229	1.15 	100	0.5     0.5     0.5
6907		139	2	32229	1.15 	100	0.5     0.5     0.5
//Fierce Lion by Kapocha (fiercelion.bmd)
//Dynamic
6907		58 	1	32394	1.0	100	0.6     0.6     0.8
6907		77 	1	32394	1.0	100	0.6     0.6     0.8
6907		145	1	32394	1.0	100	0.6     0.6     0.8
6907		125	1	32394	1.0	100	0.6     0.6     0.8
6907		155	1	32394	1.0	100	0.6     0.6     0.8

//Fierce Lion Rare by Kapocha (fiercelionR.bmd)		
//Static
6908		41 	2	32501	0.125	100	0.8     0.25    1.0
6908		41 	2	32002	0.5  	100	0.8     0.25    1.0
6908		42 	2	32501	0.125	100	0.8     0.25    1.0
6908		42 	2	32002	0.5  	100	0.8     0.25    1.0
6908		40 	2	32002	3.25 	100	0.6     0.3     0.2
6908		43 	2	32002	3.25 	100	0.6     0.3     0.2
6908		44 	2	32002	3.25 	100	0.6     0.3     0.2
6908		105	2	32002	3.25 	100	0.6     0.3     0.2
6908		107	2	32002	3.25 	100	0.6     0.3     0.2
6908		108	2	32002	3.25 	100	0.6     0.3     0.2
6908		148	2	32002	3.25 	100	0.6     0.3     0.2
6908		156	2	32002	3.25 	100	0.6     0.3     0.2
6908		157	2	32002	3.25 	100	0.6     0.3     0.2
6908		58 	2	32002	2.0  	100	0.6     0.3     0.2
6908		62 	2	32002	2.0  	100	0.6     0.3     0.2
6908		63 	2	32002	2.0  	100	0.6     0.3     0.2
6908		89 	2	32002	2.0  	100	0.6     0.3     0.2
6908		125	2	32002	2.0  	100	0.6     0.3     0.2
6908		126	2	32002	2.0  	100	0.6     0.3     0.2
6908		127	2	32002	2.0  	100	0.6     0.3     0.2
6908		91 	2	32002	2.0  	100	0.6     0.3     0.2
6908		106	2	32002	2.0  	100	0.6     0.3     0.2
6908		77 	2	32002	2.0  	100	0.6     0.3     0.2
6908		81 	2	32002	2.0  	100	0.6     0.3     0.2
6908		82 	2	32002	2.0  	100	0.6     0.3     0.2
6908		90 	2	32002	2.0  	100	0.6     0.3     0.2
6908		144	2	32002	2.0  	100	0.6     0.3     0.2
6908		145	2	32002	2.0  	100	0.6     0.3     0.2
6908		146	2	32002	2.0  	100	0.6     0.3     0.2
6908		155	2	32002	2.0  	100	0.6     0.3     0.2
6908		155	2	32002	0.8  	100	0.6     0.3     0.2
6908		154	2	32002	0.8  	100	0.6     0.3     0.2
6908		48 	2	32431	1.15 	100	0.5     0.5     0.5
6908		67 	2	32431	1.15 	100	0.5     0.5     0.5
6908		112	2	32431	1.15 	100	0.5     0.5     0.5
6908		131	2	32431	1.15 	100	0.5     0.5     0.5
6908		50 	2	32431	1.15 	100	0.5     0.5     0.5
6908		53 	2	32431	1.15 	100	0.5     0.5     0.5
6908		56 	2	32431	1.15 	100	0.5     0.5     0.5
6908		69 	2	32431	1.15 	100	0.5     0.5     0.5
6908		72 	2	32431	1.15 	100	0.5     0.5     0.5
6908		75 	2	32431	1.15 	100	0.5     0.5     0.5
6908		114	2	32431	1.15 	100	0.5     0.5     0.5
6908		117	2	32431	1.15 	100	0.5     0.5     0.5
6908		120	2	32431	1.15 	100	0.5     0.5     0.5
6908		133	2	32431	1.15 	100	0.5     0.5     0.5
6908		136	2	32431	1.15 	100	0.5     0.5     0.5
6908		139	2	32431	1.15 	100	0.5     0.5     0.5
//Fierce Lion Rare by Kapocha (fiercelionR.bmd)
//Dynamic		
6908		58 	1	32392	1.0	100	0.8	0.6	0.6
6908		77 	1	32392	1.0	100	0.8	0.6	0.6
6908		145	1	32392	1.0	100	0.8	0.6	0.6
6908		125	1	32392	1.0	100	0.8	0.6	0.6
6908		155	1	32392	1.0	100	0.8	0.6	0.6

//========================================================================================================================================
// Dragon Zeus
//========================================================================================================================================
//==============================================================================
//Index	Join	Type	Effect	Size	        Timer	ColorR	 ColorG	    ColorB
//==============================================================================
//Dynamic
6909    19	   1	32394		1.75	150.0			0.0		0.5		 1.0
6909    60	   1	32394		1.75	150.0			0.0		0.5		 1.0
6909    103	   1	32394		1.75	150.0			0.0		0.5		 1.0
